name,chamber,party,screen_name,account_type
Richard Shelby,senate,R,SenShelby,office
Richard Shelby,senate,R,ShelbyForSenate,campaign
Tommy Tuberville,senate,R,TTuberville,campaign
Tommy Tuberville,senate,R,SenTuberville,office
John Boozman,senate,R,JohnBoozman,office
John Boozman,senate,R,Boozman4AR,campaign
Tom Cotton,senate,R,TomCottonAR,campaign
Tom Cotton,senate,R,SenTomCotton,office
Jeff Flake,senate,R,JeffFlake,office
Jeff Flake,senate,R,TeamFlake,campaign
Jeff Flake,senate,R,FlakeforSenate,campaign
John McCain,senate,R,TeamMcCain,campaign
John McCain,senate,R,SenJohnMcCain,office
Kyrsten Sinema,senate,D,kyrstensinema,campaign
Kyrsten Sinema,senate,D,SenatorSinema,office
Mark Kelly,senate,D,CaptMarkKelly,campaign
Mark Kelly,senate,D,SenMarkKelly,office
Martha McSally,senate,R,MarthaMcSallyAZ,campaign
Martha McSally,senate,R,MarthaMcSally,office
Martha McSally,senate,R,TeamMcSally,campaign
Alex Padilla,senate,D,AlexPadilla4CA,campaign
Alex Padilla,senate,D,SenAlexPadilla,office
Dianne Feinstein,senate,D,DianneFeinstein,campaign
Dianne Feinstein,senate,D,SenFeinstein,office
Kamala Harris,senate,D,KamalaHarris,campaign
Kamala Harris,senate,D,VP,office
Cory Gardner,senate,R,CoryGardner,campaign
Cory Gardner,senate,R,SenCoryGardner,office
John W. Hickenlooper,senate,D,Hickenlooper,campaign
John W. Hickenlooper,senate,D,SenatorHick,office
Michael Bennet,senate,D,MichaelBennet,campaign
Michael Bennet,senate,D,SenatorBennet,office
Chris Murphy,senate,D,ChrisMurphyCT,campaign
Chris Murphy,senate,D,SenMurphyOffice,office
Richard Blumenthal,senate,D,DickBlumenthal,campaign
Richard Blumenthal,senate,D,SenBlumenthal,office
Chris Coons,senate,D,ChrisCoons,campaign
Chris Coons,senate,D,SenCoonsOffice,office
Chris Coons,senate,D,ChrisCoonsforDE,campaign
Tom Carper,senate,D,SenatorCarper,office
Tom Carper,senate,D,TomCarperforDE,campaign
Bill Nelson,senate,D,SenBillNelson,office
Bill Nelson,senate,D,NelsonForSenate,campaign
Marco Rubio,senate,R,marcorubio,campaign
Marco Rubio,senate,R,SenRubioPress,office
Rick Scott,senate,R,SenRickScott,office
Rick Scott,senate,R,ScottforFlorida,campaign
David Perdue,senate,R,Perduesenate,campaign
David Perdue,senate,R,sendavidperdue,office
David Perdue,senate,R,TeamPerdue,campaign
Johnny Isakson,senate,R,SenatorIsakson,office
Johnny Isakson,senate,R,JohnnyIsakson,campaign
Jon Ossoff,senate,D,ossoff,campaign
Jon Ossoff,senate,D,TeamOssoff,campaign
Jon Ossoff,senate,D,SenOssoff,office
Kelly Loeffler,senate,R,kloeffler,campaign
Kelly Loeffler,senate,R,SenatorLoeffler,office
Raphael G. Warnock,senate,D,ReverendWarnock,campaign
Raphael G. Warnock,senate,D,SenatorWarnock,office
Brian Schatz,senate,D,brianschatz,campaign
Brian Schatz,senate,D,SenBrianSchatz,office
Brian Schatz,senate,D,SchatzforHawaii,campaign
Mazie Hirono,senate,D,maziehirono,office
Mazie Hirono,senate,D,mazieforhawaii,campaign
Chuck Grassley,senate,R,ChuckGrassley,office
Chuck Grassley,senate,R,GrassleyWorks,campaign
Chuck Grassley,senate,R,GrassleyPress,office
Joni Ernst,senate,R,joniernst,campaign
Joni Ernst,senate,R,TeamJoni,campaign
Joni Ernst,senate,R,SenJoniErnst,office
Jim Risch,senate,R,JimRisch,campaign
Jim Risch,senate,R,SenatorRisch,office
Jim Risch,senate,R,Risch4Idaho,campaign
Mike Crapo,senate,R,crapoforsenate,campaign
Mike Crapo,senate,R,MikeCrapo,office
Dick Durbin,senate,D,SenatorDurbin,office
Dick Durbin,senate,D,DickDurbin,campaign
Tammy Duckworth,senate,D,TammyDuckworth_,campaign
Tammy Duckworth,senate,D,TammyDuckworth,campaign
Tammy Duckworth,senate,D,SenDuckworth,office
Joe Donnelly,senate,D,SenDonnelly,office
Joe Donnelly,senate,D,JoeforIndiana,campaign
Mike Braun,senate,R,braun4indiana,campaign
Mike Braun,senate,R,SenatorBraun,office
Todd Young,senate,R,ToddYoungIN,campaign
Todd Young,senate,R,SenToddYoung,office
Jerry Moran,senate,R,JerryMoran,office
Jerry Moran,senate,R,moranforkansas,campaign
Pat Roberts,senate,R,SenPatRoberts,office
Pat Roberts,senate,R,PatRoberts,campaign
Roger Marshall,senate,R,RogerMarshallMD,campaign
Roger Marshall,senate,R,RepMarshall,office
Roger Marshall,senate,R,SenatorMarshall,office
Mitch McConnell,senate,R,SRCC,office
Mitch McConnell,senate,R,McConnellPress,office
Mitch McConnell,senate,R,Team_Mitch,campaign
Mitch McConnell,senate,R,LeaderMcConnell,office
Rand Paul,senate,R,DrRandPaul,campaign
Rand Paul,senate,R,RandPaul,office
Bill Cassidy,senate,R,BillCassidy,campaign
Bill Cassidy,senate,R,SenBillCassidy,office
John Kennedy,senate,R,JohnKennedyLA,campaign
John Kennedy,senate,R,SenJohnKennedy,office
Ed Markey,senate,D,SenMarkey,office
Ed Markey,senate,D,EdMarkey,campaign
Elizabeth Warren,senate,D,ewarren,campaign
Elizabeth Warren,senate,D,SenWarren,office
Ben Cardin,senate,D,SenatorCardin,office
Ben Cardin,senate,D,BenCardinforMD,campaign
Chris Van Hollen,senate,D,ChrisVanHollen,office
Chris Van Hollen,senate,D,VanHollenForMD,campaign
Angus King,senate,I,AngusforMaine,campaign
Angus King,senate,I,SenAngusKing,office
Angus King,senate,I,AngusKing2018,campaign
Susan Collins,senate,R,SenSusanCollins,campaign
Susan Collins,senate,R,SenatorCollins,office
Debbie Stabenow,senate,D,stabenow,campaign
Debbie Stabenow,senate,D,SenStabenow,office
Gary Peters,senate,D,GaryPeters,campaign
Gary Peters,senate,D,SenGaryPeters,office
Gary Peters,senate,D,TeamPetersHQ,campaign
Al Franken,senate,D,alfranken,campaign
Al Franken,senate,D,SenFranken,office
Amy Klobuchar,senate,D,SenAmyKlobuchar,office
Amy Klobuchar,senate,D,amyklobuchar,campaign
Tina Smith,senate,D,TinaSmithMN,campaign
Tina Smith,senate,D,SenTinaSmith,office
Claire McCaskill,senate,D,clairecmc,campaign
Claire McCaskill,senate,D,McCaskillOffice,office
Claire McCaskill,senate,D,McCaskill4MO,campaign
Josh Hawley,senate,R,HawleyMO,campaign
Josh Hawley,senate,R,SenHawleyPress,office
Josh Hawley,senate,R,TeamHawley,campaign
Roy Blunt,senate,R,RoyBlunt,office
Roy Blunt,senate,R,BluntBrigade,campaign
Roy Blunt,senate,R,RoyBluntPress,office
Roy Blunt,senate,R,RoyBluntMO,campaign
Cindy Hyde-Smith,senate,R,cindyhydesmith,campaign
Cindy Hyde-Smith,senate,R,SenHydeSmith,office
Cindy Hyde-Smith,senate,R,TeamHydeSmith,campaign
Roger Wicker,senate,R,RogerWicker,campaign
Roger Wicker,senate,R,SenatorWicker,office
Thad Cochran,senate,R,SenThadCochran,office
Jon Tester,senate,D,jontester,campaign
Jon Tester,senate,D,SenatorTester,office
Steve Daines,senate,R,SteveDaines,office
Steve Daines,senate,R,DainesforMT,campaign
Richard Burr,senate,R,SenatorBurr,office
Richard Burr,senate,R,BurrForSenate,campaign
Thom Tillis,senate,R,ThomTillis,campaign
Thom Tillis,senate,R,SenThomTillis,office
Thom Tillis,senate,R,TeamTillis,campaign
Thom Tillis,senate,R,VetsForTillis,campaign
Heidi Heitkamp,senate,D,HeidiHeitkamp,campaign
Heidi Heitkamp,senate,D,SenatorHeitkamp,office
John Hoeven,senate,R,hoeven4senate,campaign
John Hoeven,senate,R,SenJohnHoeven,office
Kevin Cramer,senate,R,kevincramer,campaign
Kevin Cramer,senate,R,SenKevinCramer,office
Ben Sasse,senate,R,BenSasse,campaign
Ben Sasse,senate,R,SenSasse,office
Ben Sasse,senate,R,TeamSasse,campaign
Deb Fischer,senate,R,DebFischerNE,campaign
Deb Fischer,senate,R,DebSFischer,campaign
Deb Fischer,senate,R,SenatorFischer,office
Jeanne Shaheen,senate,D,JeanneShaheen,campaign
Jeanne Shaheen,senate,D,SenatorShaheen,office
Maggie Hassan,senate,D,Maggie_Hassan,campaign
Maggie Hassan,senate,D,SenatorHassan,office
Bob Menendez,senate,D,SenatorMenendez,office
Bob Menendez,senate,D,BobMenendezNJ,campaign
Cory Booker,senate,D,corybooker,campaign
Cory Booker,senate,D,Booker4Senate,campaign
Cory Booker,senate,D,SenBooker,office
Ben Ray Lujan,senate,D,SenatorLujan,office
Ben Ray Lujan,senate,D,benraylujan,campaign
Martin Heinrich,senate,D,TeamHeinrich,campaign
Martin Heinrich,senate,D,MartinHeinrich,office
Tom Udall,senate,D,tomudall,campaign
Tom Udall,senate,D,SenatorTomUdall,office
Tom Udall,senate,D,TomUdallPress,campaign
Catherine Cortez Masto,senate,D,CatherineForNV,campaign
Catherine Cortez Masto,senate,D,SenCortezMasto,office
Dean Heller,senate,R,DeanHeller,campaign
Dean Heller,senate,R,SenDeanHeller,office
Jacky Rosen,senate,D,SenJackyRosen,office
Jacky Rosen,senate,D,RosenforNevada,campaign
Chuck Schumer,senate,D,SenSchumer,office
Chuck Schumer,senate,D,chuckschumer,campaign
Kirsten Gillibrand,senate,D,SenGillibrand,campaign
Kirsten Gillibrand,senate,D,gillibrandny,office
Rob Portman,senate,R,senrobportman,office
Rob Portman,senate,R,PortmanPress,office
Rob Portman,senate,R,robportman,campaign
Sherrod Brown,senate,D,SherrodBrown,campaign
Sherrod Brown,senate,D,SenSherrodBrown,office
James Lankford,senate,R,jameslankford,campaign
James Lankford,senate,R,SenatorLankford,office
Jim Inhofe,senate,R,JimInhofe,office
Jim Inhofe,senate,R,InhofePress,office
Jim Inhofe,senate,R,inhofeforsenate,campaign
Jeff Merkley,senate,D,SenJeffMerkley,office
Jeff Merkley,senate,D,JeffMerkley,campaign
Ron Wyden,senate,D,WydenForOregon,campaign
Ron Wyden,senate,D,RonWyden,office
Ron Wyden,senate,D,WydenPress,office
Bob Casey Jr.,senate,D,Bob_Casey,campaign
Bob Casey Jr.,senate,D,SenBobCasey,office
Pat Toomey,senate,R,PatToomey,campaign
Pat Toomey,senate,R,SenToomey,office
Jack Reed,senate,D,SenJackReed,office
Jack Reed,senate,D,jackreed2020,campaign
Sheldon Whitehouse,senate,D,SenWhitehouse,office
Sheldon Whitehouse,senate,D,SheldonforRI,campaign
Lindsey Graham,senate,R,GrahamBlog,office
Lindsey Graham,senate,R,LindseyGrahamSC,campaign
Tim Scott,senate,R,votetimscott,campaign
Tim Scott,senate,R,SenatorTimScott,office
Tim Scott,senate,R,TimScottSC,campaign
John Thune,senate,R,johnthune,campaign
John Thune,senate,R,SenJohnThune,office
Mike Rounds,senate,R,RoundsforSenate,campaign
Mike Rounds,senate,R,SenatorRounds,office
Bill Hagerty,senate,R,BillHagertyTN,campaign
Bill Hagerty,senate,R,SenatorHagerty,office
Bob Corker,senate,R,SenBobCorker,office
Bob Corker,senate,R,BobCorker,campaign
Lamar Alexander,senate,R,LamarAlexander,campaign
Lamar Alexander,senate,R,SenAlexander,office
Marsha Blackburn,senate,R,VoteMarsha,campaign
Marsha Blackburn,senate,R,MarshaBlackburn,office
John Cornyn,senate,R,JohnCornyn,office
John Cornyn,senate,R,TeamCornyn,campaign
Ted Cruz,senate,R,tedcruz,campaign
Ted Cruz,senate,R,SenTedCruz,office
Ted Cruz,senate,R,TeamTedCruz,campaign
Mike Lee,senate,R,SenMikeLee,office
Mike Lee,senate,R,MikeLeeforUtah,campaign
Mitt Romney,senate,R,MittRomney,campaign
Mitt Romney,senate,R,SenatorRomney,office
Mitt Romney,senate,R,Romney4Utah,campaign
Orrin Hatch,senate,R,OrrinHatch,campaign
Orrin Hatch,senate,R,senorrinhatch,office
Mark Warner,senate,D,MarkWarner,office
Mark Warner,senate,D,MarkWarnerVA,campaign
Tim Kaine,senate,D,timkaine,office
Tim Kaine,senate,D,SenKaineOffice,office
Tim Kaine,senate,D,TeamKaine,campaign
Bernie Sanders,senate,I,SenSanders,office
Bernie Sanders,senate,I,BernieSanders,campaign
Patrick Leahy,senate,D,SenatorLeahy,office
Patrick Leahy,senate,D,PatrickLeahy,campaign
Maria Cantwell,senate,D,MariaCantwell,campaign
Maria Cantwell,senate,D,SenatorCantwell,office
Patty Murray,senate,D,MurrayCampaign,campaign
Patty Murray,senate,D,PattyMurray,office
Ron Johnson,senate,R,RonJohnsonWI,campaign
Ron Johnson,senate,R,SenRonJohnson,office
Tammy Baldwin,senate,D,tammybaldwin,campaign
Tammy Baldwin,senate,D,SenatorBaldwin,office
Joe Manchin,senate,D,JoeManchinWV,campaign
Joe Manchin,senate,D,Sen_JoeManchin,office
Shelley Moore Capito,senate,R,CapitoforWV,campaign
Shelley Moore Capito,senate,R,SenCapito,office
Cynthia M. Lummis,senate,R,SenLummis,office
Cynthia M. Lummis,senate,R,CynthiaMLummis,campaign
John Barrasso,senate,R,SenJohnBarrasso,office
John Barrasso,senate,R,barrassoforwyo,campaign
Mike Enzi,senate,R,SenatorEnzi,office
Mike Enzi,senate,R,EnziforWyo,campaign
